Participant	Block	Trial	Stimulus	Condition	CorrectResp	Code_CorrResp	Response_Code	Response_Time
51	2	71	<<<<<	congruent	left	2	2	484
51	2	72	--<--	neutral	left	2	2	495
52	1	1	-->--	neutral	right	3	3	588
52	1	2	--<--	neutral	left	2	2	453
52	1	3	>><>>	incongruent	left	2	2	763
52	1	4	-->--	neutral	right	3	3	523
52	1	5	<<<<<	congruent	left	2	2	486
52	1	6	>>>>>	congruent	right	3	3	482
52	1	7	>>>>>	congruent	right	3	3	509
52	1	8	<<<<<	congruent	left	2	2	410
52	1	9	<<><<	incongruent	right	3	3	676
52	1	10	--<--	neutral	left	2	2	520
52	1	11	-->--	neutral	right	3	3	451
52	1	12	--<--	neutral	left	2	2	480
52	1	13	>><>>	incongruent	left	2	2	571
52	1	14	--<--	neutral	left	2	2	404
52	1	15	--<--	neutral	left	2	2	421
52	1	16	<<<<<	congruent	left	2	2	437
52	1	17	--<--	neutral	left	2	2	404
52	1	18	<<<<<	congruent	left	2	2	343
52	1	19	>><>>	incongruent	left	2	2	457
52	1	20	<<><<	incongruent	right	3	3	595
52	1	21	>><>>	incongruent	left	2	2	476
52	1	22	>>>>>	congruent	right	3	3	472
52	1	23	-->--	neutral	right	3	3	531
52	1	24	<<<<<	congruent	left	2	2	446
52	1	25	<<><<	incongruent	right	3	3	671
52	1	26	>><>>	incongruent	left	2	2	617
52	1	27	>>>>>	congruent	right	3	3	589
52	1	28	-->--	neutral	right	3	3	515
52	1	29	<<<<<	congruent	left	2	2	556
52	1	30	<<<<<	congruent	left	2	2	423
52	1	31	<<><<	incongruent	right	3	3	564
52	1	32	>><>>	incongruent	left	2	2	508
52	1	33	>>>>>	congruent	right	3	3	393
52	1	34	>>>>>	congruent	right	3	3	458
52	1	35	-->--	neutral	right	3	3	486
52	1	36	-->--	neutral	right	3	3	451
52	1	37	<<><<	incongruent	right	3	3	605
52	1	38	>><>>	incongruent	left	2	2	515
52	1	39	>><>>	incongruent	left	2	2	556
52	1	40	<<><<	incongruent	right	3	3	516
52	1	41	>>>>>	congruent	right	3	3	573
52	1	42	>><>>	incongruent	left	2	2	500
52	1	43	--<--	neutral	left	2	2	464
52	1	44	-->--	neutral	right	3	3	478
52	1	45	>>>>>	congruent	right	3	3	538
52	1	46	-->--	neutral	right	3	3	545
52	1	47	<<><<	incongruent	right	3	3	585
52	1	48	<<><<	incongruent	right	3	3	574
52	1	49	--<--	neutral	left	2	2	439
52	1	50	--<--	neutral	left	2	2	501
52	1	51	-->--	neutral	right	3	3	620
52	1	52	>>>>>	congruent	right	3	3	624
52	1	53	-->--	neutral	right	3	3	532
52	1	54	>>>>>	congruent	right	3	3	463
52	1	55	<<<<<	congruent	left	2	2	462
52	1	56	>><>>	incongruent	left	2	2	584
52	1	57	>><>>	incongruent	left	2	2	510
52	1	58	--<--	neutral	left	2	2	412
52	1	59	--<--	neutral	left	2	2	381
52	1	60	>><>>	incongruent	left	2	2	462
52	1	61	<<<<<	congruent	left	2	2	350
52	1	62	-->--	neutral	right	3	3	449
52	1	63	<<<<<	congruent	left	2	2	431
52	1	64	<<><<	incongruent	right	3	3	541
52	1	65	--<--	neutral	left	2	2	424
52	1	66	>>>>>	congruent	right	3	3	564
52	1	67	<<><<	incongruent	right	3	3	524
52	1	68	<<><<	incongruent	right	3	2	331
52	1	69	<<><<	incongruent	right	3	3	525
52	1	70	<<<<<	congruent	left	2	2	456
52	1	71	>>>>>	congruent	right	3	3	344
52	1	72	<<<<<	congruent	left	2	2	459
52	2	1	--<--	neutral	left	2	2	501
52	2	2	>>>>>	congruent	right	3	3	465
52	2	3	-->--	neutral	right	3	3	429
52	2	4	<<><<	incongruent	right	3	3	525
52	2	5	--<--	neutral	left	2	2	456
52	2	6	>><>>	incongruent	left	2	2	516
52	2	7	>><>>	incongruent	left	2	2	463
52	2	8	>><>>	incongruent	left	2	2	585
52	2	9	>><>>	incongruent	left	2	2	528
52	2	10	-->--	neutral	right	3	3	537
52	2	11	>><>>	incongruent	left	2	2	498
52	2	12	<<<<<	congruent	left	2	2	385
52	2	13	--<--	neutral	left	2	2	401
52	2	14	<<><<	incongruent	right	3	3	606
52	2	15	-->--	neutral	right	3	3	454
52	2	16	-->--	neutral	right	3	3	420
52	2	17	<<<<<	congruent	left	2	2	451
52	2	18	<<><<	incongruent	right	3	3	495
52	2	19	>>>>>	congruent	right	3	3	429
52	2	20	>><>>	incongruent	left	2	2	538
52	2	21	>>>>>	congruent	right	3	3	453
52	2	22	--<--	neutral	left	2	2	404
52	2	23	<<><<	incongruent	right	3	3	498
52	2	24	<<><<	incongruent	right	3	3	588
52	2	25	--<--	neutral	left	2	2	451
52	2	26	>><>>	incongruent	left	2	2	496
52	2	27	<<<<<	congruent	left	2	2	382
52	2	28	<<><<	incongruent	right	3	3	495
52	2	29	<<><<	incongruent	right	3	3	460
52	2	30	>><>>	incongruent	left	2	2	582
52	2	31	--<--	neutral	left	2	2	447
52	2	32	>><>>	incongruent	left	2	2	509
52	2	33	>>>>>	congruent	right	3	3	610
52	2	34	-->--	neutral	right	3	3	585
52	2	35	--<--	neutral	left	2	2	450
52	2	36	<<<<<	congruent	left	2	2	385
52	2	37	-->--	neutral	right	3	3	512
52	2	38	<<><<	incongruent	right	3	3	912
52	2	39	-->--	neutral	right	3	3	897
52	2	40	-->--	neutral	right	3	3	539
52	2	41	<<><<	incongruent	right	3	3	579
52	2	42	<<<<<	congruent	left	2	2	460
52	2	43	--<--	neutral	left	2	2	458
52	2	44	>><>>	incongruent	left	2	2	659
52	2	45	-->--	neutral	right	3	3	661
52	2	46	>><>>	incongruent	left	2	2	598
52	2	47	--<--	neutral	left	2	2	447
52	2	48	<<<<<	congruent	left	2	2	664
52	2	49	-->--	neutral	right	3	3	524
52	2	50	-->--	neutral	right	3	3	574
52	2	51	-->--	neutral	right	3	3	430
52	2	52	<<><<	incongruent	right	3	3	617
52	2	53	>>>>>	congruent	right	3	3	448
52	2	54	>>>>>	congruent	right	3	3	415
52	2	55	>>>>>	congruent	right	3	3	432
52	2	56	--<--	neutral	left	2	2	432
52	2	57	>>>>>	congruent	right	3	3	447
52	2	58	<<><<	incongruent	right	3	2	383
52	2	59	<<<<<	congruent	left	2	2	479
52	2	60	<<<<<	congruent	left	2	2	460
52	2	61	<<<<<	congruent	left	2	2	412
52	2	62	<<<<<	congruent	left	2	2	443
52	2	63	--<--	neutral	left	2	2	474
52	2	64	<<<<<	congruent	left	2	2	392
52	2	65	<<><<	incongruent	right	3	3	659
52	2	66	>>>>>	congruent	right	3	3	566
52	2	67	>>>>>	congruent	right	3	3	525
52	2	68	--<--	neutral	left	2	2	472
52	2	69	>>>>>	congruent	right	3	3	531
52	2	70	<<<<<	congruent	left	2	2	432
52	2	71	>><>>	incongruent	left	2	2	620
52	2	72	>>>>>	congruent	right	3	3	603
53	1	1	<<<<<	congruent	left	2	2	678
53	1	2	>><>>	incongruent	left	2	2	616
53	1	3	<<<<<	congruent	left	2	2	495
53	1	4	--<--	neutral	left	2	2	491
53	1	5	<<<<<	congruent	left	2	2	532
53	1	6	<<<<<	congruent	left	2	2	463
53	1	7	<<<<<	congruent	left	2	2	538
53	1	8	>>>>>	congruent	right	3	3	593
53	1	9	<<><<	incongruent	right	3	3	599
53	1	10	--<--	neutral	left	2	2	527
53	1	11	<<<<<	congruent	left	2	2	535
53	1	12	-->--	neutral	right	3	3	590
53	1	13	>>>>>	congruent	right	3	3	501
53	1	14	>>>>>	congruent	right	3	3	543
53	1	15	--<--	neutral	left	2	2	489
53	1	16	<<<<<	congruent	left	2	2	484
53	1	17	--<--	neutral	left	2	2	480
53	1	18	<<><<	incongruent	right	3	3	851
53	1	19	<<<<<	congruent	left	2	2	527
53	1	20	>>>>>	congruent	right	3	3	631
53	1	21	<<><<	incongruent	right	3	3	649
53	1	22	>><>>	incongruent	left	2	3	827
53	1	23	<<><<	incongruent	right	3	3	719
53	1	24	-->--	neutral	right	3	3	543
53	1	25	-->--	neutral	right	3	3	505
53	1	26	-->--	neutral	right	3	3	468
53	1	27	>>>>>	congruent	right	3	3	527
53	1	28	-->--	neutral	right	3	3	458
53	1	29	>><>>	incongruent	left	2	3	737
53	1	30	<<><<	incongruent	right	3	3	764
53	1	31	<<><<	incongruent	right	3	3	883
53	1	32	--<--	neutral	left	2	2	526
53	1	33	>>>>>	congruent	right	3	3	488
53	1	34	--<--	neutral	left	2	2	546
53	1	35	>><>>	incongruent	left	2	2	648
53	1	36	>><>>	incongruent	left	2	2	634
53	1	37	<<><<	incongruent	right	3	3	792
53	1	38	<<<<<	congruent	left	2	2	535
53	1	39	<<<<<	congruent	left	2	2	481
53	1	40	<<><<	incongruent	right	3	3	899
53	1	41	>><>>	incongruent	left	2	2	604
53	1	42	>>>>>	congruent	right	3	3	623
53	1	43	--<--	neutral	left	2	2	501
53	1	44	-->--	neutral	right	3	3	558
53	1	45	--<--	neutral	left	2	2	549
53	1	46	<<<<<	congruent	left	2	2	588
53	1	47	--<--	neutral	left	2	2	514
53	1	48	>><>>	incongruent	left	2	2	743
53	1	49	>>>>>	congruent	right	3	3	614
53	1	50	-->--	neutral	right	3	3	477
53	1	51	>>>>>	congruent	right	3	3	521
53	1	52	-->--	neutral	right	3	3	608
53	1	53	--<--	neutral	left	2	2	534
53	1	54	<<><<	incongruent	right	3	0	0
53	1	55	<<<<<	congruent	left	2	2	521
53	1	56	>>>>>	congruent	right	3	3	562
53	1	57	--<--	neutral	left	2	2	476
53	1	58	>>>>>	congruent	right	3	3	690
53	1	59	-->--	neutral	right	3	3	517
53	1	60	>><>>	incongruent	left	2	2	636
53	1	61	>>>>>	congruent	right	3	3	544
53	1	62	>><>>	incongruent	left	2	2	662
53	1	63	-->--	neutral	right	3	3	522
53	1	64	-->--	neutral	right	3	3	500
53	1	65	<<><<	incongruent	right	3	3	1119
53	1	66	--<--	neutral	left	2	2	528
53	1	67	>><>>	incongruent	left	2	2	678
53	1	68	-->--	neutral	right	3	3	740
53	1	69	<<><<	incongruent	right	3	3	1016
53	1	70	>><>>	incongruent	left	2	2	620
53	1	71	>><>>	incongruent	left	2	2	591
53	1	72	<<><<	incongruent	right	3	3	1159
53	2	1	-->--	neutral	right	3	3	672
53	2	2	-->--	neutral	right	3	3	641
53	2	3	>>>>>	congruent	right	3	3	658
53	2	4	<<><<	incongruent	right	3	3	613
53	2	5	<<><<	incongruent	right	3	3	617
53	2	6	>><>>	incongruent	left	2	2	572
53	2	7	<<<<<	congruent	left	2	2	500
53	2	8	-->--	neutral	right	3	3	480
53	2	9	>><>>	incongruent	left	2	2	616
53	2	10	--<--	neutral	left	2	2	447
53	2	11	<<><<	incongruent	right	3	3	540
53	2	12	--<--	neutral	left	2	2	434
53	2	13	<<><<	incongruent	right	3	3	609
53	2	14	--<--	neutral	left	2	2	504
53	2	15	<<><<	incongruent	right	3	3	655
53	2	16	>><>>	incongruent	left	2	2	624
53	2	17	-->--	neutral	right	3	3	518
53	2	18	<<<<<	congruent	left	2	2	496
53	2	19	>>>>>	congruent	right	3	3	491
53	2	20	>><>>	incongruent	left	2	2	597
53	2	21	<<<<<	congruent	left	2	2	507
53	2	22	>>>>>	congruent	right	3	3	626
53	2	23	--<--	neutral	left	2	2	427
53	2	24	<<<<<	congruent	left	2	2	457
53	2	25	--<--	neutral	left	2	2	408
53	2	26	>><>>	incongruent	left	2	2	597
53	2	27	>>>>>	congruent	right	3	3	461
53	2	28	<<><<	incongruent	right	3	3	803
53	2	29	-->--	neutral	right	3	3	513
53	2	30	>><>>	incongruent	left	2	2	586
53	2	31	<<><<	incongruent	right	3	3	840
53	2	32	-->--	neutral	right	3	3	564
53	2	33	--<--	neutral	left	2	2	493
53	2	34	-->--	neutral	right	3	3	457
53	2	35	<<><<	incongruent	right	3	3	580
53	2	36	--<--	neutral	left	2	2	430
53	2	37	<<<<<	congruent	left	2	2	461
53	2	38	--<--	neutral	left	2	2	458
53	2	39	>><>>	incongruent	left	2	2	612
53	2	40	<<<<<	congruent	left	2	2	460
53	2	41	>>>>>	congruent	right	3	3	521
53	2	42	-->--	neutral	right	3	3	514
53	2	43	<<><<	incongruent	right	3	2	493
53	2	44	<<<<<	congruent	left	2	2	473
53	2	45	<<<<<	congruent	left	2	2	500
53	2	46	--<--	neutral	left	2	2	465
53	2	47	>><>>	incongruent	left	2	2	993
53	2	48	-->--	neutral	right	3	3	535
53	2	49	-->--	neutral	right	3	3	512
53	2	50	>><>>	incongruent	left	2	2	944
53	2	51	-->--	neutral	right	3	3	756
53	2	52	<<<<<	congruent	left	2	2	563
53	2	53	>><>>	incongruent	left	2	2	554
53	2	54	>>>>>	congruent	right	3	3	545
53	2	55	<<<<<	congruent	left	2	2	507
53	2	56	>>>>>	congruent	right	3	3	564
53	2	57	>><>>	incongruent	left	2	2	727
53	2	58	>>>>>	congruent	right	3	3	489
53	2	59	-->--	neutral	right	3	3	531
53	2	60	>>>>>	congruent	right	3	3	369
53	2	61	<<><<	incongruent	right	3	3	575
53	2	62	>>>>>	congruent	right	3	3	409
53	2	63	--<--	neutral	left	2	2	551
53	2	64	<<<<<	congruent	left	2	2	526
53	2	65	<<<<<	congruent	left	2	2	457
53	2	66	>>>>>	congruent	right	3	3	517
53	2	67	--<--	neutral	left	2	2	417
53	2	68	--<--	neutral	left	2	2	464
53	2	69	>>>>>	congruent	right	3	3	493
53	2	70	<<><<	incongruent	right	3	3	676
53	2	71	>><>>	incongruent	left	2	2	1067
53	2	72	<<><<	incongruent	right	3	3	1119
54	1	1	<<<<<	congruent	left	2	2	463
54	1	2	<<><<	incongruent	right	3	3	586
54	1	3	>><>>	incongruent	left	2	2	590
54	1	4	-->--	neutral	right	3	3	455
54	1	5	-->--	neutral	right	3	3	421
54	1	6	--<--	neutral	left	2	2	437
54	1	7	-->--	neutral	right	3	3	498
54	1	8	>><>>	incongruent	left	2	2	509
54	1	9	>><>>	incongruent	left	2	2	566
54	1	10	-->--	neutral	right	3	3	448
54	1	11	<<<<<	congruent	left	2	2	431
54	1	12	>>>>>	congruent	right	3	3	446
54	1	13	<<><<	incongruent	right	3	3	507
54	1	14	--<--	neutral	left	2	2	471
54	1	15	<<<<<	congruent	left	2	2	389
54	1	16	>><>>	incongruent	left	2	2	469
54	1	17	<<><<	incongruent	right	3	3	466
54	1	18	-->--	neutral	right	3	3	431
54	1	19	--<--	neutral	left	2	2	353
54	1	20	>>>>>	congruent	right	3	3	420
54	1	21	>>>>>	congruent	right	3	3	389
54	1	22	-->--	neutral	right	3	3	421
54	1	23	--<--	neutral	left	2	2	406
54	1	24	--<--	neutral	left	2	2	485
54	1	25	<<<<<	congruent	left	2	2	371
54	1	26	--<--	neutral	left	2	2	436
54	1	27	>><>>	incongruent	left	2	2	529
54	1	28	-->--	neutral	right	3	3	382
54	1	29	>>>>>	congruent	right	3	3	416
54	1	30	<<><<	incongruent	right	3	3	745
54	1	31	>><>>	incongruent	left	2	2	506
54	1	32	<<<<<	congruent	left	2	2	423
54	1	33	--<--	neutral	left	2	2	407
54	1	34	-->--	neutral	right	3	3	423
54	1	35	<<<<<	congruent	left	2	2	392
54	1	36	<<><<	incongruent	right	3	3	534
54	1	37	--<--	neutral	left	2	2	433
54	1	38	--<--	neutral	left	2	2	448
54	1	39	<<<<<	congruent	left	2	2	431
54	1	40	>><>>	incongruent	left	2	2	696
54	1	41	>><>>	incongruent	left	2	2	554
54	1	42	<<<<<	congruent	left	2	2	452
54	1	43	-->--	neutral	right	3	3	449
54	1	44	-->--	neutral	right	3	3	525
54	1	45	>>>>>	congruent	right	3	3	629
54	1	46	<<<<<	congruent	left	2	2	412
54	1	47	<<<<<	congruent	left	2	2	507
54	1	48	<<><<	incongruent	right	3	3	470
54	1	49	--<--	neutral	left	2	2	358
54	1	50	<<><<	incongruent	right	3	3	518
54	1	51	>><>>	incongruent	left	2	2	573
54	1	52	<<><<	incongruent	right	3	3	580
54	1	53	>><>>	incongruent	left	2	2	492
54	1	54	>>>>>	congruent	right	3	3	363
54	1	55	<<><<	incongruent	right	3	2	398
54	1	56	>><>>	incongruent	left	2	2	509
54	1	57	>>>>>	congruent	right	3	3	379
54	1	58	<<<<<	congruent	left	2	2	429
54	1	59	>>>>>	congruent	right	3	3	413
54	1	60	<<<<<	congruent	left	2	2	429
54	1	61	-->--	neutral	right	3	3	445
54	1	62	--<--	neutral	left	2	2	413
54	1	63	--<--	neutral	left	2	2	351
54	1	64	-->--	neutral	right	3	3	417
54	1	65	<<><<	incongruent	right	3	3	605
54	1	66	>>>>>	congruent	right	3	3	406
54	1	67	<<><<	incongruent	right	3	3	469
54	1	68	>>>>>	congruent	right	3	3	451
54	1	69	>><>>	incongruent	left	2	2	605
54	1	70	>>>>>	congruent	right	3	3	374
54	1	71	<<><<	incongruent	right	3	3	534
54	1	72	>>>>>	congruent	right	3	3	385
54	2	1	<<<<<	congruent	left	2	2	416
54	2	2	<<<<<	congruent	left	2	2	416
54	2	3	>>>>>	congruent	right	3	3	447
54	2	4	>>>>>	congruent	right	3	3	391
54	2	5	<<><<	incongruent	right	3	3	511
54	2	6	--<--	neutral	left	2	2	412
54	2	7	--<--	neutral	left	2	2	693
54	2	8	<<><<	incongruent	right	3	3	568
54	2	9	>><>>	incongruent	left	2	2	526
54	2	10	-->--	neutral	right	3	3	472
54	2	11	--<--	neutral	left	2	2	438
54	2	12	<<><<	incongruent	right	3	3	500
54	2	13	>><>>	incongruent	left	2	2	510
54	2	14	>><>>	incongruent	left	2	2	489
54	2	15	>><>>	incongruent	left	2	2	500
54	2	16	--<--	neutral	left	2	2	432
54	2	17	--<--	neutral	left	2	2	386
54	2	18	>>>>>	congruent	right	3	3	404
54	2	19	<<><<	incongruent	right	3	3	592
54	2	20	--<--	neutral	left	2	2	394
54	2	21	-->--	neutral	right	3	3	380
54	2	22	<<><<	incongruent	right	3	3	394
54	2	23	<<<<<	congruent	left	2	2	401
54	2	24	>>>>>	congruent	right	3	3	401
54	2	25	>>>>>	congruent	right	3	3	418
54	2	26	<<<<<	congruent	left	2	2	418
54	2	27	<<<<<	congruent	left	2	2	433
54	2	28	--<--	neutral	left	2	2	421
54	2	29	-->--	neutral	right	3	3	432
54	2	30	<<><<	incongruent	right	3	3	494
54	2	31	-->--	neutral	right	3	3	427
54	2	32	-->--	neutral	right	3	3	458
54	2	33	<<<<<	congruent	left	2	2	378
54	2	34	>><>>	incongruent	left	2	2	631
54	2	35	<<<<<	congruent	left	2	2	415
54	2	36	>><>>	incongruent	left	2	2	651
54	2	37	-->--	neutral	right	3	3	432
54	2	38	>>>>>	congruent	right	3	3	432
54	2	39	<<<<<	congruent	left	2	2	401
54	2	40	>><>>	incongruent	left	2	2	542
54	2	41	<<><<	incongruent	right	3	3	597
54	2	42	>><>>	incongruent	left	2	2	602
54	2	43	<<><<	incongruent	right	3	3	466
54	2	44	-->--	neutral	right	3	3	479
54	2	45	<<><<	incongruent	right	3	3	491
54	2	46	<<<<<	congruent	left	2	2	424
54	2	47	>>>>>	congruent	right	3	3	424
54	2	48	>>>>>	congruent	right	3	3	564
54	2	49	>><>>	incongruent	left	2	2	587
54	2	50	-->--	neutral	right	3	3	389
54	2	51	>>>>>	congruent	right	3	3	438
54	2	52	>>>>>	congruent	right	3	3	452
54	2	53	--<--	neutral	left	2	2	435
54	2	54	<<<<<	congruent	left	2	2	403
54	2	55	<<><<	incongruent	right	3	3	513
54	2	56	-->--	neutral	right	3	3	413
54	2	57	--<--	neutral	left	2	2	525
54	2	58	>><>>	incongruent	left	2	2	627
54	2	59	--<--	neutral	left	2	2	489
54	2	60	>>>>>	congruent	right	3	3	375
54	2	61	--<--	neutral	left	2	2	394
54	2	62	<<><<	incongruent	right	3	3	553
54	2	63	<<<<<	congruent	left	2	2	356
54	2	64	<<<<<	congruent	left	2	2	407
54	2	65	-->--	neutral	right	3	3	408
54	2	66	>>>>>	congruent	right	3	3	409
54	2	67	>><>>	incongruent	left	2	2	659
54	2	68	>><>>	incongruent	left	2	2	519
54	2	69	<<><<	incongruent	right	3	3	545
54	2	70	-->--	neutral	right	3	3	412
54	2	71	--<--	neutral	left	2	2	429
54	2	72	-->--	neutral	right	3	3	381
55	1	1	>>>>>	congruent	right	3	3	381
55	1	2	>><>>	incongruent	left	2	2	525
55	1	3	-->--	neutral	right	3	3	362
55	1	4	>>>>>	congruent	right	3	3	319
55	1	5	<<><<	incongruent	right	3	3	513
55	1	6	>><>>	incongruent	left	2	2	430
55	1	7	<<<<<	congruent	left	2	2	366
55	1	8	>>>>>	congruent	right	3	3	339
55	1	9	-->--	neutral	right	3	3	359
55	1	10	--<--	neutral	left	2	2	348
55	1	11	>>>>>	congruent	right	3	3	322
55	1	12	--<--	neutral	left	2	2	374
55	1	13	-->--	neutral	right	3	3	362
55	1	14	>><>>	incongruent	left	2	3	241
55	1	15	-->--	neutral	right	3	3	361
55	1	16	>><>>	incongruent	left	2	2	459
55	1	17	<<><<	incongruent	right	3	3	425
55	1	18	>><>>	incongruent	left	2	2	379
55	1	19	<<><<	incongruent	right	3	3	428
55	1	20	<<<<<	congruent	left	2	2	382
55	1	21	>>>>>	congruent	right	3	3	350
55	1	22	<<><<	incongruent	right	3	2	357
55	1	23	<<<<<	congruent	left	2	2	440
55	1	24	--<--	neutral	left	2	2	455
55	1	25	>><>>	incongruent	left	2	2	545
55	1	26	>>>>>	congruent	right	3	3	397
55	1	27	--<--	neutral	left	2	2	367
55	1	28	>><>>	incongruent	left	2	2	543
55	1	29	<<<<<	congruent	left	2	2	364
55	1	30	<<><<	incongruent	right	3	3	430
55	1	31	<<<<<	congruent	left	2	2	351
55	1	32	<<<<<	congruent	left	2	2	339
55	1	33	<<><<	incongruent	right	3	3	423
55	1	34	-->--	neutral	right	3	3	376
55	1	35	<<><<	incongruent	right	3	2	363
55	1	36	<<><<	incongruent	right	3	3	492
55	1	37	--<--	neutral	left	2	2	425
55	1	38	<<><<	incongruent	right	3	3	425
55	1	39	<<><<	incongruent	right	3	3	378
55	1	40	>><>>	incongruent	left	2	2	459
55	1	41	-->--	neutral	right	3	3	426
55	1	42	--<--	neutral	left	2	2	379
55	1	43	>><>>	incongruent	left	2	2	492
55	1	44	<<<<<	congruent	left	2	2	362
55	1	45	<<><<	incongruent	right	3	3	429
55	1	46	--<--	neutral	left	2	2	351
55	1	47	-->--	neutral	right	3	3	401
55	1	48	>><>>	incongruent	left	2	2	793
55	1	49	-->--	neutral	right	3	3	379
55	1	50	--<--	neutral	left	2	2	399
55	1	51	>><>>	incongruent	left	2	2	416
55	1	52	--<--	neutral	left	2	2	354
55	1	53	>>>>>	congruent	right	3	3	374
55	1	54	-->--	neutral	right	3	3	345
55	1	55	--<--	neutral	left	2	2	350
55	1	56	<<><<	incongruent	right	3	3	495
55	1	57	>><>>	incongruent	left	2	3	381
55	1	58	-->--	neutral	right	3	3	384
55	1	59	>>>>>	congruent	right	3	3	386
55	1	60	--<--	neutral	left	2	2	356
55	1	61	<<<<<	congruent	left	2	2	408
55	1	62	<<<<<	congruent	left	2	2	350
55	1	63	-->--	neutral	right	3	3	366
55	1	64	>>>>>	congruent	right	3	3	369
55	1	65	<<<<<	congruent	left	2	2	357
55	1	66	-->--	neutral	right	3	3	470
55	1	67	>>>>>	congruent	right	3	3	388
55	1	68	<<<<<	congruent	left	2	2	359
55	1	69	<<<<<	congruent	left	2	2	379
55	1	70	--<--	neutral	left	2	2	328
55	1	71	>>>>>	congruent	right	3	3	372
55	1	72	>>>>>	congruent	right	3	3	282
55	2	1	<<<<<	congruent	left	2	2	351
55	2	2	>><>>	incongruent	left	2	3	371
55	2	3	<<<<<	congruent	left	2	2	343
55	2	4	--<--	neutral	left	2	2	333
55	2	5	-->--	neutral	right	3	3	354
55	2	6	>>>>>	congruent	right	3	3	342
55	2	7	-->--	neutral	right	3	3	363
55	2	8	-->--	neutral	right	3	3	337
55	2	9	<<><<	incongruent	right	3	2	326
55	2	10	>>>>>	congruent	right	3	3	364
55	2	11	-->--	neutral	right	3	3	352
55	2	12	-->--	neutral	right	3	3	341
55	2	13	<<<<<	congruent	left	2	2	393
55	2	14	>><>>	incongruent	left	2	2	598
55	2	15	>><>>	incongruent	left	2	3	289
55	2	16	<<><<	incongruent	right	3	3	595
55	2	17	--<--	neutral	left	2	2	397
55	2	18	-->--	neutral	right	3	3	383
55	2	19	<<><<	incongruent	right	3	3	448
55	2	20	<<><<	incongruent	right	3	3	431
55	2	21	-->--	neutral	right	3	3	384
55	2	22	-->--	neutral	right	3	3	328
55	2	23	>>>>>	congruent	right	3	3	313
55	2	24	<<><<	incongruent	right	3	3	446
55	2	25	>>>>>	congruent	right	3	3	350
55	2	26	<<<<<	congruent	left	2	2	324
55	2	27	>><>>	incongruent	left	2	3	334
55	2	28	<<<<<	congruent	left	2	2	366
55	2	29	--<--	neutral	left	2	2	385
55	2	30	<<><<	incongruent	right	3	3	480
55	2	31	>>>>>	congruent	right	3	3	383
55	2	32	<<<<<	congruent	left	2	2	385
55	2	33	>><>>	incongruent	left	2	2	450
55	2	34	>><>>	incongruent	left	2	2	494
55	2	35	--<--	neutral	left	2	2	380
55	2	36	<<><<	incongruent	right	3	3	524
55	2	37	--<--	neutral	left	2	2	361
55	2	38	--<--	neutral	left	2	2	381
55	2	39	-->--	neutral	right	3	3	368
55	2	40	--<--	neutral	left	2	2	418
55	2	41	<<><<	incongruent	right	3	3	433
55	2	42	<<><<	incongruent	right	3	2	370
55	2	43	>>>>>	congruent	right	3	3	341
55	2	44	--<--	neutral	left	2	2	393
55	2	45	-->--	neutral	right	3	3	348
55	2	46	>><>>	incongruent	left	2	2	510
55	2	47	>><>>	incongruent	left	2	2	441
55	2	48	<<><<	incongruent	right	3	3	409
55	2	49	<<<<<	congruent	left	2	2	363
55	2	50	--<--	neutral	left	2	2	382
55	2	51	<<><<	incongruent	right	3	3	447
55	2	52	>>>>>	congruent	right	3	3	399
55	2	53	<<<<<	congruent	left	2	2	337
55	2	54	<<<<<	congruent	left	2	2	374
55	2	55	>>>>>	congruent	right	3	3	377
55	2	56	--<--	neutral	left	2	2	395
55	2	57	<<<<<	congruent	left	2	2	350
55	2	58	<<<<<	congruent	left	2	2	323
55	2	59	>>>>>	congruent	right	3	3	361
55	2	60	>><>>	incongruent	left	2	2	428
55	2	61	>><>>	incongruent	left	2	2	428
55	2	62	>>>>>	congruent	right	3	3	459
55	2	63	--<--	neutral	left	2	2	411
55	2	64	>><>>	incongruent	left	2	3	349
55	2	65	>>>>>	congruent	right	3	3	369
55	2	66	>>>>>	congruent	right	3	3	372
55	2	67	<<><<	incongruent	right	3	2	391
55	2	68	--<--	neutral	left	2	2	393
55	2	69	-->--	neutral	right	3	3	363
55	2	70	-->--	neutral	right	3	3	367
55	2	71	>><>>	incongruent	left	2	2	573
55	2	72	<<<<<	congruent	left	2	2	345
56	1	1	-->--	neutral	right	3	3	938
56	1	2	<<><<	incongruent	right	3	3	828
56	1	3	>>>>>	congruent	right	3	3	708
56	1	4	>><>>	incongruent	left	2	2	753
56	1	5	-->--	neutral	right	3	3	622
56	1	6	-->--	neutral	right	3	3	625
56	1	7	>><>>	incongruent	left	2	2	659
56	1	8	<<<<<	congruent	left	2	2	629
56	1	9	--<--	neutral	left	2	2	459
56	1	10	<<<<<	congruent	left	2	2	472
56	1	11	>><>>	incongruent	left	2	2	673
56	1	12	<<<<<	congruent	left	2	2	531
56	1	13	>>>>>	congruent	right	3	3	541
56	1	14	>>>>>	congruent	right	3	3	548
56	1	15	<<<<<	congruent	left	2	2	526
56	1	16	-->--	neutral	right	3	3	598
56	1	17	<<<<<	congruent	left	2	2	524
56	1	18	<<><<	incongruent	right	3	3	737
56	1	19	--<--	neutral	left	2	2	654
