eval_corrans,eval_pic,flanker_type,trials.thisN,flanker_resp.keys,flanker_resp.corr,flanker_resp.rt,eval_resp.keys,eval_resp.corr,eval_resp.rt,flanker_stimulus,participant,years,date,sex,block,pic_valence,flanker_acc
g,pictures/4641.jpg,congr,208,num_1,1,0.583507887321,g,1,0.666823473061,RRRRR,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/2398.jpg,noncongr,209,num_1,1,0.500039771665,g,1,0.600162736606,VVRVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9903.jpg,congr,210,num_3,1,0.600146200508,b,1,0.616838683607,WWWWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/1999.jpg,noncongr,211,num_1,1,0.516716003651,g,1,0.683497139253,WWPWW,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/1340.jpg,congr,212,num_1,1,0.516707735835,g,1,0.78346871445,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/2692.jpg,noncongr,213,num_3,1,0.500235067448,b,1,1.1835103964,PPXPP,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9471.jpg,noncongr,214,num_2,0,0.500018959399,b,1,1.56676978827,MMXMM,25,19,2017_04_13_1712,f,3,negative,Error
g,pictures/1660.jpg,noncongr,215,num_3,1,0.516760764876,b,0,0.650139258476,VVXVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9415.jpg,congr,216,num_2,1,0.516834036214,b,1,1.1834473887,MMMMM,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/8230.jpg,noncongr,217,num_1,1,0.500054882374,b,1,0.733723410871,WWRWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4609.jpg,congr,218,num_2,0,0.500063435407,g,1,0.833495699335,WWWWW,25,19,2017_04_13_1712,f,3,positive,Error
g,pictures/8510.jpg,congr,219,num_2,1,0.5000446185,g,1,0.733471950283,VVVVV,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/5623.jpg,noncongr,220,num_1,1,0.516832610825,g,1,0.650169764413,XXRXX,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4612.jpg,congr,221,num_2,1,0.500039486913,g,1,0.633459890261,VVVVV,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4150.jpg,congr,222,num_1,0,0.50003948668,b,0,1.05012334976,XXXXX,25,19,2017_04_13_1712,f,3,positive,Error
b,pictures/9001.jpg,noncongr,223,num_2,0,0.500064860797,b,1,0.950085345423,VVWVV,25,19,2017_04_13_1712,f,3,negative,Error
g,pictures/9156.jpg,noncongr,224,num_2,1,0.500174340326,b,0,0.950261538848,WWMWW,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/5820.jpg,congr,225,num_3,1,0.533546761377,g,1,0.683472905308,WWWWW,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/1111.jpg,noncongr,226,num_3,1,0.550150861964,b,1,0.866815661313,MMXMM,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/2455.jpg,noncongr,227,num_1,1,0.533480617451,g,0,0.783471565461,WWRWW,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/7380.jpg,noncongr,228,num_1,1,0.650165487779,b,1,0.766816145973,MMRMM,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4530.jpg,congr,229,num_3,1,0.533503140556,b,0,0.950153199956,XXXXX,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/2303.jpg,congr,230,num_2,1,0.550163121428,g,1,0.683487445582,VVVVV,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/7470.jpg,congr,231,num_2,1,0.500044333516,b,0,0.666821192252,VVVVV,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4007.jpg,congr,232,num_2,1,0.600143919932,g,1,0.683478892548,VVVVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/6571.jpg,noncongr,233,num_2,1,0.566839923616,b,1,0.733485635137,RRVRR,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9046.jpg,noncongr,234,num_1,0,0.500044333283,b,1,1.03345937724,PPMPP,25,19,2017_04_13_1712,f,3,negative,Error
b,pictures/6838.jpg,noncongr,235,num_3,1,0.483416854171,g,0,0.783483539708,MMXMM,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/5301.jpg,congr,236,num_2,0,0.516711727018,g,1,0.716821662849,RRRRR,25,19,2017_04_13_1712,f,3,positive,Error
b,pictures/9180.jpg,noncongr,237,num_1,1,0.500034925062,b,1,0.650255580433,WWPWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/8467.jpg,congr,238,num_1,1,0.500054882141,g,1,1.3667884341,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4645.jpg,congr,239,num_1,1,0.500032929238,g,1,4.93335636961,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/3216.jpg,congr,240,num_1,0,0.516710016644,b,1,1.21709236782,MMMMM,25,19,2017_04_13_1712,f,3,negative,Error
g,pictures/4599.jpg,congr,241,num_2,1,0.500060299411,g,1,0.616901120869,MMMMM,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9427.jpg,congr,242,num_2,1,0.516893907683,b,1,0.933486661641,VVVVV,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4535.jpg,noncongr,243,num_1,1,0.516869674204,g,1,0.716806837358,VVRVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9007.jpg,congr,244,num_1,1,0.500543833477,g,0,0.600238003768,RRRRR,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/2490.jpg,noncongr,245,num_2,0,0.499908054247,b,1,0.967022161232,PPWPP,25,19,2017_04_13_1712,f,3,negative,Error
g,pictures/2224.jpg,noncongr,246,num_2,1,0.516756488476,g,1,0.683520517778,RRMRR,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9561.jpg,congr,247,num_1,1,0.500197718851,b,1,0.950283206999,RRRRR,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7250.jpg,congr,248,num_2,0,0.50013128994,g,1,1.01673553325,RRRRR,25,19,2017_04_13_1712,f,3,positive,Error
b,pictures/9417.jpg,congr,249,num_1,1,0.500030933646,g,0,0.850183050148,PPPPP,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9043.jpg,noncongr,250,num_2,1,0.516833466012,b,1,0.683470054297,PPMPP,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/8033.jpg,congr,251,num_2,0,0.500036065467,g,1,0.71680683759,RRRRR,25,19,2017_04_13_1712,f,3,positive,Error
b,pictures/9900.jpg,congr,252,num_2,1,0.533521387028,b,1,0.666839438956,MMMMM,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9145.jpg,congr,253,num_2,1,0.566831370583,b,1,0.83346120175,VVVVV,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9428.jpg,noncongr,254,num_2,1,0.500145259779,b,1,0.750201496528,PPMPP,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9046.jpg,congr,255,num_1,1,0.500051746145,b,1,0.750150177861,RRRRR,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7460.jpg,noncongr,256,num_1,1,0.500181467971,g,1,0.683486590162,WWPWW,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4640.jpg,noncongr,257,num_2,1,0.483490980929,g,1,0.716847607167,PPVPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/8467.jpg,noncongr,258,num_3,1,0.583483368624,g,1,0.68348459457,PPWPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4505.jpg,noncongr,259,num_1,1,0.533479192061,g,1,0.650177462259,VVRVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9322.jpg,congr,260,num_1,1,0.500165502075,b,1,0.750127369538,PPPPP,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4609.jpg,noncongr,261,num_2,0,0.516717429273,g,1,0.683493147604,VVPVV,25,19,2017_04_13_1712,f,3,positive,Error
g,pictures/8531.jpg,noncongr,262,None,0,,g,1,0.633476996562,PPXPP,25,19,2017_04_13_1712,f,3,positive,Error
b,pictures/3216.jpg,noncongr,263,num_2,1,0.516673808452,b,1,0.85014028498,WWMWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/8350.jpg,noncongr,264,num_2,1,0.500041482504,g,1,0.766808448359,WWVWW,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/8040.jpg,congr,265,num_1,1,0.55017794692,g,1,0.616835547378,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/7282.jpg,noncongr,266,num_3,1,0.566836502403,g,1,0.733481073752,MMXMM,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/6220.jpg,congr,267,num_1,1,0.516818640521,b,1,1.53344526468,RRRRR,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4624.jpg,congr,268,num_1,1,0.600178132067,g,1,0.650164632592,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/4225.jpg,noncongr,269,num_1,1,0.533376269741,g,1,0.66683630296,VVRVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9903.jpg,noncongr,270,num_2,0,0.500128438929,b,1,0.816848262912,RRWRR,25,19,2017_04_13_1712,f,3,negative,Error
g,pictures/4255.jpg,noncongr,271,num_1,1,0.500120456098,g,1,0.566807136871,WWRWW,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9140.jpg,congr,272,num_3,1,0.633603867376,b,1,0.666822332656,WWWWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7400.jpg,noncongr,273,num_2,1,0.566809702665,g,1,0.750181253999,RRMRR,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/2141.jpg,noncongr,274,num_1,1,0.516823487356,b,1,0.816810914315,WWRWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7451.jpg,congr,275,num_2,1,0.533472634619,g,1,0.716833637096,MMMMM,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9008.jpg,congr,276,num_1,1,0.500196863431,b,1,0.80019683484,RRRRR,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7515.jpg,congr,277,num_2,0,0.500042052707,g,1,0.700139443856,RRRRR,25,19,2017_04_13_1712,f,3,positive,Error
g,pictures/4641.jpg,noncongr,278,num_2,1,0.516850857297,g,1,0.566826238763,PPVPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/8531.jpg,congr,279,num_3,1,0.666824613465,g,1,0.583489355864,XXXXX,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9830.jpg,noncongr,280,num_2,1,0.533492021495,b,1,0.633490396431,PPVPP,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9331.jpg,congr,281,num_2,1,0.500099358149,b,1,0.716807692777,VVVVV,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9415.jpg,noncongr,282,num_3,1,0.500025801826,b,1,0.716814820422,MMXMM,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/3230.jpg,noncongr,283,num_2,1,0.500038916711,b,1,0.700144290458,XXVXX,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4617.jpg,congr,284,num_3,1,0.500198003836,g,1,0.766825839644,WWWWW,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/8220.jpg,noncongr,285,num_3,1,0.516833466012,g,1,0.566842774628,VVWVV,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9428.jpg,congr,286,num_3,1,0.516708020819,b,1,0.750163862947,XXXXX,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9290.jpg,noncongr,287,num_2,0,0.500024376204,b,1,1.15011060564,XXRXX,25,19,2017_04_13_1712,f,3,negative,Error
g,pictures/1595.jpg,noncongr,288,num_3,1,0.550179942511,g,1,0.66681919666,MMXMM,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/2457.jpg,congr,289,num_3,1,0.516859980533,g,0,0.883495029528,XXXXX,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/4624.jpg,noncongr,290,num_3,1,0.566809987882,g,1,0.633505506907,PPXPP,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/7390.jpg,congr,291,num_1,1,0.516836031806,g,1,0.750148467254,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/1271.jpg,congr,292,num_1,1,0.500071988441,b,1,0.666810073424,PPPPP,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/5890.jpg,congr,293,num_1,1,0.500033214455,g,1,0.633459605277,RRRRR,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/9500.jpg,noncongr,294,num_1,1,0.566827664152,b,1,0.833520503482,WWRWW,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7291.jpg,noncongr,295,num_1,1,0.500082537066,b,0,0.71682023746,XXPXX,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/5270.jpg,congr,296,num_1,1,0.516835746821,g,1,0.683487445582,RRRRR,25,19,2017_04_13_1712,f,3,positive,Correct
g,pictures/8540.jpg,congr,297,num_1,1,0.500062295003,g,1,0.716824798845,PPPPP,25,19,2017_04_13_1712,f,3,positive,Correct
b,pictures/6020.jpg,noncongr,298,num_2,1,0.583497908898,b,1,0.700171090197,PPVPP,25,19,2017_04_13_1712,f,3,negative,Correct
b,pictures/9291.jpg,noncongr,299,num_1,1,0.500061724801,b,1,0.733472520486,VVRVV,25,19,2017_04_13_1712,f,3,negative,Correct
g,pictures/7440.jpg,congr,300,num_1,1,0.516701178392,g,1,2.01677373704,RRRRR,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4225.jpg,congr,301,num_2,1,0.550130334683,g,1,0.666830885923,VVVVV,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/2352.jpg,noncongr,302,num_1,1,0.500043478329,g,1,0.61680874764,MMPMM,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/1590.jpg,congr,303,num_2,0,0.500059158774,g,1,0.666831741342,WWWWW,25,19,2017_04_13_1712,f,4,positive,Error
b,pictures/9322.jpg,noncongr,304,num_1,1,0.500034640078,b,1,1.21679643122,WWRWW,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8031.jpg,noncongr,305,num_1,1,0.500038346509,g,1,0.683489156421,WWRWW,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4320.jpg,noncongr,306,num_2,1,0.516697471961,g,1,0.716820807429,PPMPP,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9922.jpg,congr,307,num_1,1,0.516724556917,b,1,0.650144105079,PPPPP,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4601.jpg,congr,308,num_3,1,0.500046044122,g,1,0.650197989773,XXXXX,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/3300.jpg,noncongr,309,num_1,1,0.500046614325,g,0,0.933474687394,XXPXX,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9290.jpg,congr,310,num_1,0,0.5000403421,b,1,0.766810443951,XXXXX,25,19,2017_04_13_1712,f,4,negative,Error
b,pictures/9930.jpg,congr,311,num_2,1,0.500040912069,g,0,0.750163292512,VVVVV,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8340.jpg,noncongr,312,num_1,0,0.516707450617,b,0,1.36679698713,MMXMM,25,19,2017_04_13_1712,f,4,positive,Error
b,pictures/9280.jpg,noncongr,313,num_1,1,0.56685446389,b,1,0.800156635465,MMRMM,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4610.jpg,congr,314,num_3,1,0.51684914669,g,1,0.650150947738,WWWWW,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/7508.jpg,noncongr,315,num_1,1,0.500176906353,g,1,0.866799410665,VVPVV,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9031.jpg,congr,316,num_3,1,0.500176050933,b,1,0.650159500772,XXXXX,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9831.jpg,noncongr,317,num_3,1,0.516816359945,b,1,0.650150092319,RRWRR,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4180.jpg,congr,318,num_3,1,0.50015495345,g,1,0.633483553771,XXXXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4599.jpg,noncongr,319,num_1,0,0.516710301628,g,1,0.683482313761,PPXPP,25,19,2017_04_13_1712,f,4,positive,Error
g,pictures/8001.jpg,noncongr,320,num_1,1,0.516824057791,g,1,0.633485549595,XXRXX,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9340.jpg,noncongr,321,num_2,1,0.516711157048,b,1,0.850157676032,PPMPP,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8208.jpg,noncongr,322,num_1,1,0.500038346276,g,1,1.74985452625,MMPMM,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9424.jpg,noncongr,323,num_3,1,0.516950643156,b,1,0.950231033145,VVWVV,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/2691.jpg,noncongr,324,num_1,0,0.56694769254,b,1,0.850274853408,XXVXX,25,19,2017_04_13_1712,f,4,negative,Error
b,pictures/6555.jpg,congr,325,num_1,1,0.516817785334,g,0,0.583483938826,PPPPP,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/7230.jpg,congr,326,num_3,1,0.650213955436,g,1,0.733570025535,XXXXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/2158.jpg,noncongr,327,num_1,1,0.516868533567,g,1,0.583536112681,MMRMM,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/2691.jpg,congr,328,num_3,1,0.500201995252,b,1,0.70016424777,WWWWW,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8118.jpg,noncongr,329,num_2,1,0.51692469907,g,1,0.616790786153,RRMRR,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4606.jpg,congr,330,num_2,1,0.516731969547,g,1,0.633491536835,MMMMM,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/7450.jpg,congr,331,num_1,1,0.550159985432,g,1,0.583491636673,PPPPP,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9326.jpg,noncongr,332,num_2,1,0.500070848037,b,1,0.700159685919,WWVWW,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9901.jpg,noncongr,333,num_2,1,0.50004547392,b,1,0.650172045222,PPMPP,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/6831.jpg,noncongr,334,num_3,1,0.55015428341,b,1,0.816812054953,PPWPP,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/1220.jpg,noncongr,335,num_2,1,0.60019267234,b,1,0.650186300511,WWMWW,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9301.jpg,noncongr,336,num_1,1,0.533479476813,b,1,0.616822717478,WWRWW,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/2303.jpg,noncongr,337,num_2,1,0.500049750321,g,1,0.666860251455,XXMXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4525.jpg,congr,338,num_2,1,0.516714578262,g,1,0.916830101749,VVVVV,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/8350.jpg,congr,339,num_3,1,0.516853423323,g,1,0.600159600377,WWWWW,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4650.jpg,noncongr,340,num_1,1,0.550174810691,g,1,0.616817870876,WWPWW,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9331.jpg,noncongr,341,None,0,,b,1,1.1334623138,MMXMM,25,19,2017_04_13_1712,f,4,negative,Error
g,pictures/7430.jpg,congr,342,num_1,1,0.566874421202,g,1,0.850139999762,RRRRR,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4503.jpg,congr,343,num_1,1,0.516702318797,g,1,0.566794592189,PPPPP,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/2753.jpg,congr,344,num_1,1,0.500030933646,g,0,0.600219472079,PPPPP,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9291.jpg,congr,345,num_2,1,0.500065146014,b,1,0.600190391531,MMMMM,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8031.jpg,congr,346,num_3,1,0.500230790814,g,1,0.900238830596,XXXXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/2208.jpg,congr,347,num_1,1,0.516692910343,b,0,0.800122708315,PPPPP,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/8162.jpg,congr,348,num_3,1,0.633492392022,g,1,0.616788220359,WWWWW,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4542.jpg,congr,349,num_1,1,0.516710586846,g,1,1.3668061106,RRRRR,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/6825.jpg,noncongr,350,num_1,1,0.500203991076,b,1,0.700130605604,MMRMM,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/6200.jpg,congr,351,num_3,1,0.683357723989,b,1,0.750148752239,XXXXX,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9420.jpg,noncongr,352,num_1,1,0.516697757179,b,1,0.600147911347,XXRXX,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9560.jpg,noncongr,353,num_3,1,0.550199044636,g,0,0.73346852907,PPWPP,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/2753.jpg,noncongr,354,num_2,1,0.516662689624,b,1,0.666777856648,RRMRR,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/2375.1.jpg,noncongr,355,num_1,1,0.566972211236,b,1,0.716773765394,VVRVV,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/5814.jpg,congr,356,num_1,1,0.500015538186,g,1,0.650157505181,RRRRR,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/6571.jpg,congr,357,num_2,1,0.483383782441,b,1,0.650134696858,MMMMM,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4600.jpg,congr,358,num_3,1,0.550165972672,g,1,0.900166129461,XXXXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4320.jpg,congr,359,num_3,1,0.633490681415,g,1,0.750139629003,XXXXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/7481.jpg,noncongr,360,num_2,0,0.533500574529,g,1,1.61678707972,VVRVV,25,19,2017_04_13_1712,f,4,positive,Error
b,pictures/2055.1.jpg,congr,361,num_3,1,0.516688063741,g,0,0.650150947738,XXXXX,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4645.jpg,noncongr,362,num_1,1,0.550195623422,g,1,0.633490681415,VVRVV,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/8510.jpg,noncongr,363,num_1,1,0.500202850671,g,1,0.550168253481,VVPVV,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/3215.jpg,congr,364,num_3,1,0.516694050748,b,1,0.700609008083,XXXXX,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/7450.jpg,noncongr,365,num_2,1,0.500194297638,g,1,0.583481373033,RRVRR,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/6561.jpg,congr,366,num_1,1,0.516835746821,g,0,0.600139928283,PPPPP,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9295.jpg,noncongr,367,num_3,1,0.616835547378,b,1,0.650150662521,RRWRR,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9320.jpg,noncongr,368,num_2,1,0.516873380402,b,1,0.616835262161,XXVXX,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4625.jpg,congr,369,num_1,1,0.50003435486,g,1,0.600159315392,PPPPP,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/6020.jpg,congr,370,num_2,1,0.500020099804,b,1,0.6834920072,MMMMM,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/7570.jpg,congr,371,num_3,1,0.533502285369,g,1,0.750132501591,WWWWW,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/5199.jpg,congr,372,num_2,1,0.50003863126,g,1,0.700164817972,VVVVV,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/5460.jpg,congr,373,num_2,1,0.617008034606,b,0,0.833480018657,VVVVV,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/7250.jpg,noncongr,374,num_2,1,0.500057163183,g,1,0.633494958049,WWMWW,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9417.jpg,noncongr,375,num_1,0,0.550151432399,g,0,1.30017530965,PPVPP,25,19,2017_04_13_1712,f,4,negative,Error
b,pictures/2750.jpg,noncongr,376,num_3,1,0.533507987391,b,1,0.716786310077,RRXRR,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8208.jpg,congr,377,num_2,1,0.5001210263,g,1,0.600171289872,VVVVV,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4006.jpg,noncongr,378,num_3,1,0.500262151938,g,1,0.650162066799,PPXPP,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9561.jpg,noncongr,379,num_2,1,0.500133855734,b,1,0.750132216373,RRVRR,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/8503.jpg,noncongr,380,num_1,1,0.533495442709,g,1,0.700154269114,WWRWW,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4598.jpg,congr,381,num_1,1,0.500167783117,g,1,1.71676920401,PPPPP,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/9001.jpg,congr,382,num_2,1,0.500025801826,b,1,0.800156065263,MMMMM,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9832.jpg,noncongr,383,num_3,1,0.633480417775,b,1,0.70016339235,MMWMM,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/4255.jpg,congr,384,num_2,1,0.500181467971,g,1,0.633509498322,VVVVV,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/6242.jpg,congr,385,num_2,1,0.500043763313,g,0,0.950153199956,MMMMM,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/9584.jpg,noncongr,386,num_1,1,0.533493732102,b,1,0.65015807515,XXPXX,25,19,2017_04_13_1712,f,4,negative,Correct
b,pictures/2710.jpg,congr,387,num_2,1,0.500070277834,b,1,0.766811584588,MMMMM,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/7230.jpg,noncongr,388,num_2,0,0.716811969178,g,1,1.28344661905,VVRVV,25,19,2017_04_13_1712,f,4,positive,Error
b,pictures/9007.jpg,noncongr,389,num_3,1,0.516839168034,b,1,0.716808548197,VVXVV,25,19,2017_04_13_1712,f,4,negative,Correct
g,pictures/1659.jpg,noncongr,390,num_2,1,0.516720280284,b,0,0.733477082103,PPVPP,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/8260.jpg,congr,391,num_2,1,0.500041767722,g,1,0.883465093561,MMMMM,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/4614.jpg,noncongr,392,num_2,1,0.600149621954,g,1,1.31675574696,XXVXX,25,19,2017_04_13_1712,f,4,positive,Correct
g,pictures/7660.jpg,congr,393,num_2,1,0.500028937822,g,1,0.950152914738,MMMMM,25,19,2017_04_13_1712,f,4,positive,Correct
b,pictures/2456.jpg,noncongr,394,num_2,0,0.68348031817,b,1,0.966840835987,MMPMM,25,19,2017_04_13_1712,f,4,negative,Error
g,pictures/4598.jpg,noncongr,395,num_2,1,0.500155523652,g,1,0.700159971137,RRMRR,25,19,2017_04_13_1712,f,4,positive,Correct
